"","job","job_class","job_type","year","population","n_city","job_prop","job_type_n","job_type_prop","job_class_n","job_class_prop"
"43"," Assemblers and fabricators","blue_collar","construction\contracting","2008",843988,7948,0.00941719550514936,59464,0.0704559780470812,389323,0.46128973397726
"44"," Assemblers and fabricators","blue_collar","construction\contracting","2009",813979,6136,0.00753827801454337,51516,0.0632891020530014,366951,0.450811384568889
"45"," Assemblers and fabricators","blue_collar","production","2010",789838,5966,0.00755344766901567,145321,0.18398836217047,363881,0.460703334101423
"46"," Assemblers and fabricators","blue_collar","production","2011",812411,7191,0.00885143111060781,143732,0.176920302654691,387750,0.477283050081794
"47"," Assemblers and fabricators","blue_collar","production","2012",833561,5447,0.00653461474325214,150588,0.180656244713944,387381,0.464730235699607
"48"," Assemblers and fabricators","blue_collar","production","2013",851118,8273,0.00972015631205074,163001,0.191513985134846,388093,0.455980251856969
"49"," Assemblers and fabricators","blue_collar","production","2014",874234,6095,0.00697181761404841,155914,0.178343555615545,404528,0.462722795041145
"50"," Assemblers and fabricators","blue_collar","production","2015",906997,4946,0.00545316026403615,159887,0.176281729708037,416263,0.458946391222904
"51"," Assemblers and fabricators","blue_collar","production","2016",941115,7301,0.00775781918256536,179236,0.190450688810613,412764,0.438590395435202
"52"," Baggage porters and concierges, and tour and travel guides","blue_collar","service","2010",789838,945,0.00119644787918535,226217,0.286409364958384,363881,0.460703334101423
"53"," Baggage porters and concierges, and tour and travel guides","blue_collar","service","2011",812411,1574,0.00193744299375562,240675,0.296247835147481,387750,0.477283050081794
"54"," Baggage porters and concierges, and tour and travel guides","blue_collar","service","2012",833561,744,0.00089255615365882,241474,0.289689656785766,387381,0.464730235699607
"55"," Baggage porters and concierges, and tour and travel guides","blue_collar","service","2013",851118,1100,0.001292417737611,236029,0.277316423809625,388093,0.455980251856969
"56"," Baggage porters and concierges, and tour and travel guides","blue_collar","service","2014",874234,657,0.000751515040595538,249387,0.285263442053272,404528,0.462722795041145
"57"," Baggage porters and concierges, and tour and travel guides","blue_collar","service","2015",906997,492,0.000542449423757741,266239,0.293539008398043,416263,0.458946391222904
"58"," Baggage porters and concierges, and tour and travel guides","blue_collar","service","2016",941115,1582,0.00168098478931905,254389,0.27030596685846,412764,0.438590395435202
"59"," Bookkeeping, accounting, and auditing clerks","blue_collar","service","2006",810552,11327,0.0139744273038621,222989,0.275107581006524,384410,0.474257049516872
"60"," Bookkeeping, accounting, and auditing clerks","blue_collar","service","2007",822482,10495,0.012760157669104,224401,0.272833934359658,382209,0.464701963082475
"61"," Bookkeeping, accounting, and auditing clerks","blue_collar","service","2008",843988,10920,0.0129385725863401,227990,0.27013417252378,389323,0.46128973397726
"62"," Bookkeeping, accounting, and auditing clerks","blue_collar","service","2009",813979,8696,0.0106833222970126,218617,0.26857818199241,366951,0.450811384568889
"63"," Bookkeeping, accounting, and auditing clerks","white_collar","business","2010",789838,8833,0.0111833059437505,160313,0.202969469688721,372406,0.471496686662328
"64"," Bookkeeping, accounting, and auditing clerks","white_collar","business","2011",812411,8360,0.0102903579592103,169265,0.208348976072456,375098,0.461709651888022
"65"," Bookkeeping, accounting, and auditing clerks","white_collar","business","2012",833561,7588,0.00910311302952034,168269,0.201867649758086,392237,0.47055584414338
"66"," Bookkeeping, accounting, and auditing clerks","white_collar","business","2013",851118,7402,0.00869679644890603,171907,0.201977869108631,409658,0.481317514140225
"67"," Bookkeeping, accounting, and auditing clerks","white_collar","business","2014",874234,8064,0.00922407501881647,182450,0.208696985017741,417248,0.477272675279159
"68"," Bookkeeping, accounting, and auditing clerks","white_collar","business","2015",906997,8076,0.00890410883387707,187678,0.206922404373995,440264,0.485408441262761
"69"," Bookkeeping, accounting, and auditing clerks","white_collar","business","2016",941115,9913,0.0105332504529202,200052,0.212569133421527,470870,0.500332052937208
"70"," Building cleaning and pest control workers","blue_collar","service","2010",789838,17199,0.0217753514011734,226217,0.286409364958384,363881,0.460703334101423
"71"," Building cleaning and pest control workers","blue_collar","service","2011",812411,20219,0.0248876492317312,240675,0.296247835147481,387750,0.477283050081794
"72"," Building cleaning and pest control workers","blue_collar","service","2012",833561,18236,0.0218772231426374,241474,0.289689656785766,387381,0.464730235699607
"73"," Building cleaning and pest control workers","blue_collar","service","2013",851118,17643,0.0207292055860644,236029,0.277316423809625,388093,0.455980251856969
"74"," Building cleaning and pest control workers","blue_collar","service","2014",874234,22831,0.0261154336253223,249387,0.285263442053272,404528,0.462722795041145
"75"," Building cleaning and pest control workers","blue_collar","service","2015",906997,22154,0.0244256596218069,266239,0.293539008398043,416263,0.458946391222904
"76"," Building cleaning and pest control workers","blue_collar","service","2016",941115,18164,0.0193005105645963,254389,0.27030596685846,412764,0.438590395435202
"77"," Bus drivers","blue_collar","production","2006",810552,3241,0.00399850965761604,144180,0.177878778906227,384410,0.474257049516872
"78"," Bus drivers","blue_collar","production","2007",822482,3805,0.00462624106059464,145910,0.177402058646876,382209,0.464701963082475
"79"," Bus drivers","blue_collar","production","2008",843988,3645,0.00431878178362725,157833,0.187008583060423,389323,0.46128973397726
"80"," Bus drivers","blue_collar","production","2009",813979,3344,0.0041082140939754,150974,0.185476529492776,366951,0.450811384568889
"81"," Bus drivers","blue_collar","transportation","2010",789838,3004,0.0038033115651564,38532,0.0487846874928783,363881,0.460703334101423
"82"," Bus drivers","blue_collar","transportation","2011",812411,3059,0.00376533552598377,42660,0.0525103672894631,387750,0.477283050081794
"83"," Bus drivers","blue_collar","transportation","2012",833561,3038,0.00364460429410685,43211,0.0518390375749345,387381,0.464730235699607
"84"," Bus drivers","blue_collar","transportation","2013",851118,2983,0.00350480191935783,42093,0.049456127117509,388093,0.455980251856969
"85"," Bus drivers","blue_collar","transportation","2014",874234,4127,0.00472070406778963,51255,0.0586284678930355,404528,0.462722795041145
"86"," Bus drivers","blue_collar","transportation","2015",906997,3981,0.00438920966662514,44153,0.0486804256243405,416263,0.458946391222904
"87"," Bus drivers","blue_collar","transportation","2016",941115,2259,0.0024003442724853,47531,0.0505049861069051,412764,0.438590395435202
"88"," Business and financial operations occupations:","white_collar","business","2006",810552,37250,0.0459563359290952,188851,0.232990603934109,386878,0.477301888096014
"89"," Business and financial operations occupations:","white_collar","business","2007",822482,41619,0.0506017152958971,202422,0.246111161095319,405007,0.492420502819515
"90"," Business and financial operations occupations:","white_collar","business","2008",843988,45515,0.0539284918742921,197401,0.233890766219425,420094,0.497748783158054
"91"," Business and financial operations occupations:","white_collar","business","2009",813979,39875,0.0489877502982264,194178,0.238554065891135,414869,0.509680225165514
"92"," Business and financial operations occupations:","white_collar","business","2010",789838,44950,0.056910404412044,160313,0.202969469688721,372406,0.471496686662328
"93"," Business and financial operations occupations:","white_collar","business","2011",812411,46368,0.057074559551754,169265,0.208348976072456,375098,0.461709651888022
"94"," Business and financial operations occupations:","white_collar","business","2012",833561,48557,0.058252485420983,168269,0.201867649758086,392237,0.47055584414338
"95"," Business and financial operations occupations:","white_collar","business","2013",851118,46324,0.0544272357064473,171907,0.201977869108631,409658,0.481317514140225
"96"," Business and financial operations occupations:","white_collar","business","2014",874234,49182,0.0562572492033026,182450,0.208696985017741,417248,0.477272675279159
"97"," Business and financial operations occupations:","white_collar","business","2015",906997,51363,0.0566297352692457,187678,0.206922404373995,440264,0.485408441262761
"98"," Business and financial operations occupations:","white_collar","business","2016",941115,50222,0.053364360359786,200052,0.212569133421527,470870,0.500332052937208
"99"," Carpenters","blue_collar","construction\contracting","2010",789838,7006,0.00887017337732548,46563,0.058952595342336,363881,0.460703334101423
"100"," Carpenters","blue_collar","construction\contracting","2011",812411,5087,0.00626160896393574,46449,0.0571742627807846,387750,0.477283050081794
"101"," Carpenters","blue_collar","construction\contracting","2012",833561,5787,0.00694250330809623,46938,0.0563102160489754,387381,0.464730235699607
"102"," Carpenters","blue_collar","construction\contracting","2013",851118,5879,0.0069073853449228,45922,0.0539549157696113,388093,0.455980251856969
"103"," Carpenters","blue_collar","construction\contracting","2014",874234,7197,0.00823234969127259,46694,0.0534113292322193,404528,0.462722795041145
"104"," Carpenters","blue_collar","construction\contracting","2015",906997,6080,0.006703440033429,45030,0.0496473527475835,416263,0.458946391222904
"105"," Carpenters","blue_collar","construction\contracting","2016",941115,7432,0.00789701577384273,49303,0.0523878590820463,412764,0.438590395435202
"106"," Carpenters","blue_collar","service","2006",810552,9272,0.0114391180331428,222989,0.275107581006524,384410,0.474257049516872
"107"," Carpenters","blue_collar","service","2007",822482,9348,0.0113655982744911,224401,0.272833934359658,382209,0.464701963082475
"108"," Carpenters","blue_collar","service","2008",843988,8268,0.00979634781537178,227990,0.27013417252378,389323,0.46128973397726
"109"," Carpenters","blue_collar","service","2009",813979,5709,0.00701369445649089,218617,0.26857818199241,366951,0.450811384568889
"110"," Cashiers","blue_collar","service","2006",810552,11679,0.0144086992568028,222989,0.275107581006524,384410,0.474257049516872
"111"," Cashiers","blue_collar","service","2007",822482,14909,0.0181268404658096,224401,0.272833934359658,382209,0.464701963082475
"112"," Cashiers","blue_collar","service","2008",843988,14521,0.0172052209273118,227990,0.27013417252378,389323,0.46128973397726
"113"," Cashiers","blue_collar","service","2009",813979,15357,0.0188665800960467,218617,0.26857818199241,366951,0.450811384568889
"114"," Cashiers","blue_collar","service","2010",789838,15140,0.0191684877152024,226217,0.286409364958384,363881,0.460703334101423
"115"," Cashiers","blue_collar","service","2011",812411,15102,0.0185891131459323,240675,0.296247835147481,387750,0.477283050081794
"116"," Cashiers","blue_collar","service","2012",833561,14186,0.0170185505319947,241474,0.289689656785766,387381,0.464730235699607
"117"," Cashiers","blue_collar","service","2013",851118,15719,0.0184686494704612,236029,0.277316423809625,388093,0.455980251856969
"118"," Cashiers","blue_collar","service","2014",874234,15098,0.0172699757730768,249387,0.285263442053272,404528,0.462722795041145
"119"," Cashiers","blue_collar","service","2015",906997,15146,0.0166990629516966,266239,0.293539008398043,416263,0.458946391222904
"120"," Cashiers","blue_collar","service","2016",941115,14977,0.0159141018897797,254389,0.27030596685846,412764,0.438590395435202
"121"," Child care workers","blue_collar","service","2006",810552,6293,0.00776384488595426,222989,0.275107581006524,384410,0.474257049516872
"122"," Child care workers","blue_collar","service","2007",822482,7637,0.00928530958732228,224401,0.272833934359658,382209,0.464701963082475
"123"," Child care workers","blue_collar","service","2008",843988,7576,0.0089764309445158,227990,0.27013417252378,389323,0.46128973397726
"124"," Child care workers","blue_collar","service","2009",813979,9269,0.0113872716617996,218617,0.26857818199241,366951,0.450811384568889
"125"," Child care workers","blue_collar","service","2010",789838,6813,0.00862581947184106,226217,0.286409364958384,363881,0.460703334101423
"126"," Child care workers","blue_collar","service","2011",812411,8105,0.00997647742337314,240675,0.296247835147481,387750,0.477283050081794
"127"," Child care workers","blue_collar","service","2012",833561,7674,0.0092062848429809,241474,0.289689656785766,387381,0.464730235699607
"128"," Child care workers","blue_collar","service","2013",851118,7878,0.00925606085172679,236029,0.277316423809625,388093,0.455980251856969
"129"," Child care workers","blue_collar","service","2014",874234,7855,0.0089850085903774,249387,0.285263442053272,404528,0.462722795041145
"130"," Child care workers","blue_collar","service","2015",906997,8756,0.0096538356797211,266239,0.293539008398043,416263,0.458946391222904
"131"," Child care workers","blue_collar","service","2016",941115,8018,0.00851968144169416,254389,0.27030596685846,412764,0.438590395435202
"132"," Communications equipment operators","blue_collar","service","2006",810552,298,0.000367650687432762,222989,0.275107581006524,384410,0.474257049516872
"133"," Communications equipment operators","blue_collar","service","2007",822482,357,0.000434052052202966,224401,0.272833934359658,382209,0.464701963082475
"134"," Communications equipment operators","blue_collar","service","2008",843988,437,0.000517779873647493,227990,0.27013417252378,389323,0.46128973397726
"135"," Communications equipment operators","blue_collar","service","2009",813979,406,0.00049878436667285,218617,0.26857818199241,366951,0.450811384568889
"136"," Communications equipment operators","blue_collar","service","2010",789838,135,0.000170921125597907,226217,0.286409364958384,363881,0.460703334101423
"137"," Communications equipment operators","blue_collar","service","2011",812411,403,0.000496054337028918,240675,0.296247835147481,387750,0.477283050081794
"138"," Communications equipment operators","blue_collar","service","2012",833561,828,0.0009933286226203,241474,0.289689656785766,387381,0.464730235699607
"139"," Communications equipment operators","blue_collar","service","2013",851118,1032,0.00121252282292232,236029,0.277316423809625,388093,0.455980251856969
"140"," Communications equipment operators","blue_collar","service","2014",874234,196,0.000224196267818456,249387,0.285263442053272,404528,0.462722795041145
"141"," Communications equipment operators","blue_collar","service","2015",906997,220,0.000242558685420128,266239,0.293539008398043,416263,0.458946391222904
"142"," Communications equipment operators","blue_collar","service","2016",941115,254,0.000269892627362225,254389,0.27030596685846,412764,0.438590395435202
"143"," Community and social service occupations:","white_collar","production","2010",789838,16404,0.0207688158837635,145321,0.18398836217047,372406,0.471496686662328
"144"," Community and social service occupations:","white_collar","production","2011",812411,13290,0.0163587149853953,143732,0.176920302654691,375098,0.461709651888022
"145"," Community and social service occupations:","white_collar","production","2012",833561,15661,0.0187880671000683,150588,0.180656244713944,392237,0.47055584414338
"146"," Community and social service occupations:","white_collar","production","2013",851118,16161,0.0189879664159376,163001,0.191513985134846,409658,0.481317514140225
"147"," Community and social service occupations:","white_collar","production","2014",874234,17945,0.0205265409489908,155914,0.178343555615545,417248,0.477272675279159
"148"," Community and social service occupations:","white_collar","production","2015",906997,16481,0.0181709531564051,159887,0.176281729708037,440264,0.485408441262761
"149"," Community and social service occupations:","white_collar","production","2016",941115,21430,0.0227708622219389,179236,0.190450688810613,470870,0.500332052937208
"150"," Community and social services occupations:","white_collar","production","2006",810552,14223,0.0175473010985106,144180,0.177878778906227,386878,0.477301888096014
"151"," Community and social services occupations:","white_collar","production","2007",822482,15746,0.0191444919159325,145910,0.177402058646876,405007,0.492420502819515
"152"," Community and social services occupations:","white_collar","production","2008",843988,13998,0.016585543870292,157833,0.187008583060423,420094,0.497748783158054
"153"," Community and social services occupations:","white_collar","production","2009",813979,12183,0.014967216598954,150974,0.185476529492776,414869,0.509680225165514
"154"," Computer and mathematical occupations:","white_collar","tech","2006",810552,25726,0.0317388643788431,50722,0.0625771079461898,386878,0.477301888096014
"155"," Computer and mathematical occupations:","white_collar","tech","2007",822482,26973,0.0327946386668644,52171,0.0634311753935041,405007,0.492420502819515
"156"," Computer and mathematical occupations:","white_collar","tech","2008",843988,29005,0.0343666023687541,57266,0.067851675616241,420094,0.497748783158054
"157"," Computer and mathematical occupations:","white_collar","tech","2009",813979,30157,0.0370488673540718,58891,0.0723495323589429,414869,0.509680225165514
"158"," Computer and mathematical occupations:","white_collar","tech","2010",789838,26192,0.0331612305308177,48987,0.0620215791086273,372406,0.471496686662328
"159"," Computer and mathematical occupations:","white_collar","tech","2011",812411,28649,0.035264170475289,53808,0.0662324857738263,375098,0.461709651888022
"160"," Computer and mathematical occupations:","white_collar","tech","2012",833561,29271,0.0351156064163271,56033,0.0672212351585547,392237,0.47055584414338
"161"," Computer and mathematical occupations:","white_collar","tech","2013",851118,33870,0.0397947170662587,60943,0.0716034674392975,409658,0.481317514140225
"162"," Computer and mathematical occupations:","white_collar","tech","2014",874234,35425,0.0405211876911674,63159,0.0722449595874789,417248,0.477272675279159
"163"," Computer and mathematical occupations:","white_collar","tech","2015",906997,36715,0.0404797369781818,67204,0.0740950631589741,440264,0.485408441262761
"164"," Computer and mathematical occupations:","white_collar","tech","2016",941115,40124,0.042634534568039,72073,0.0765825642987308,470870,0.500332052937208
"165"," Construction laborers","blue_collar","construction\contracting","2010",789838,3990,0.00505166882322704,46563,0.058952595342336,363881,0.460703334101423
"166"," Construction laborers","blue_collar","construction\contracting","2011",812411,5244,0.00645486090168646,46449,0.0571742627807846,387750,0.477283050081794
"167"," Construction laborers","blue_collar","construction\contracting","2012",833561,5168,0.00619990618563009,46938,0.0563102160489754,387381,0.464730235699607
"168"," Construction laborers","blue_collar","construction\contracting","2013",851118,5752,0.00675816984248953,45922,0.0539549157696113,388093,0.455980251856969
"169"," Construction laborers","blue_collar","construction\contracting","2014",874234,5729,0.00655316539965272,46694,0.0534113292322193,404528,0.462722795041145
"170"," Construction laborers","blue_collar","construction\contracting","2015",906997,6591,0.0072668377072912,45030,0.0496473527475835,416263,0.458946391222904
"171"," Construction laborers","blue_collar","construction\contracting","2016",941115,8361,0.00888414274557307,49303,0.0523878590820463,412764,0.438590395435202
"172"," Construction laborers","blue_collar","service","2006",810552,8386,0.0103460357879568,222989,0.275107581006524,384410,0.474257049516872
"173"," Construction laborers","blue_collar","service","2007",822482,8093,0.00983972901534623,224401,0.272833934359658,382209,0.464701963082475
"174"," Construction laborers","blue_collar","service","2008",843988,6517,0.00772167376787348,227990,0.27013417252378,389323,0.46128973397726
"175"," Construction laborers","blue_collar","service","2009",813979,6480,0.00796089334000017,218617,0.26857818199241,366951,0.450811384568889
"176"," Construction trades workers except carpenters, electricians, painters, plumbers, and construction laborers","blue_collar","construction\contracting","2006",810552,8074,0.00996111292057758,63069,0.0778099369318686,384410,0.474257049516872
"177"," Construction trades workers except carpenters, electricians, painters, plumbers, and construction laborers","blue_collar","construction\contracting","2007",822482,7337,0.0089205599636223,56199,0.0683285470077157,382209,0.464701963082475
"178"," Construction trades workers except carpenters, electricians, painters, plumbers, and construction laborers","blue_collar","construction\contracting","2008",843988,8883,0.0105250311615805,59464,0.0704559780470812,389323,0.46128973397726
"179"," Construction trades workers except carpenters, electricians, painters, plumbers, and construction laborers","blue_collar","construction\contracting","2009",813979,4628,0.00568565036690136,51516,0.0632891020530014,366951,0.450811384568889
"180"," Construction trades workers except carpenters, electricians, painters, plumbers, and construction laborers","blue_collar","construction\contracting","2010",789838,7152,0.00905502140945358,46563,0.058952595342336,363881,0.460703334101423
"181"," Construction trades workers except carpenters, electricians, painters, plumbers, and construction laborers","blue_collar","construction\contracting","2011",812411,5724,0.00704569485149758,46449,0.0571742627807846,387750,0.477283050081794
"182"," Construction trades workers except carpenters, electricians, painters, plumbers, and construction laborers","blue_collar","construction\contracting","2012",833561,7088,0.00850327690474962,46938,0.0563102160489754,387381,0.464730235699607
"183"," Construction trades workers except carpenters, electricians, painters, plumbers, and construction laborers","blue_collar","construction\contracting","2013",851118,7538,0.00885658627828339,45922,0.0539549157696113,388093,0.455980251856969
"184"," Construction trades workers except carpenters, electricians, painters, plumbers, and construction laborers","blue_collar","construction\contracting","2014",874234,6131,0.00701299652038241,46694,0.0534113292322193,404528,0.462722795041145
"185"," Construction trades workers except carpenters, electricians, painters, plumbers, and construction laborers","blue_collar","construction\contracting","2015",906997,4701,0.00518303809163647,45030,0.0496473527475835,416263,0.458946391222904
"186"," Construction trades workers except carpenters, electricians, painters, plumbers, and construction laborers","blue_collar","construction\contracting","2016",941115,6325,0.00672075144907902,49303,0.0523878590820463,412764,0.438590395435202
"187"," Cooks and food preparation workers","blue_collar","civil_servant","2006",810552,17021,0.0209992696335337,26278,0.032419881759591,384410,0.474257049516872
"188"," Cooks and food preparation workers","blue_collar","civil_servant","2007",822482,17257,0.0209816141873014,26197,0.0318511529735605,382209,0.464701963082475
"189"," Cooks and food preparation workers","blue_collar","civil_servant","2008",843988,19270,0.0228320781812064,28238,0.0334578216751897,389323,0.46128973397726
"190"," Cooks and food preparation workers","blue_collar","civil_servant","2009",813979,17152,0.0210717966925437,27129,0.0333288696637137,366951,0.450811384568889
"191"," Cooks and food preparation workers","blue_collar","service","2010",789838,17714,0.0224273838432691,226217,0.286409364958384,363881,0.460703334101423
"192"," Cooks and food preparation workers","blue_collar","service","2011",812411,22354,0.0275156294043286,240675,0.296247835147481,387750,0.477283050081794
"193"," Cooks and food preparation workers","blue_collar","service","2012",833561,22064,0.026469568513882,241474,0.289689656785766,387381,0.464730235699607
"194"," Cooks and food preparation workers","blue_collar","service","2013",851118,20270,0.0238157341285227,236029,0.277316423809625,388093,0.455980251856969
"195"," Cooks and food preparation workers","blue_collar","service","2014",874234,24568,0.0281023158559379,249387,0.285263442053272,404528,0.462722795041145
"196"," Cooks and food preparation workers","blue_collar","service","2015",906997,25481,0.0280938084690468,266239,0.293539008398043,416263,0.458946391222904
"197"," Cooks and food preparation workers","blue_collar","service","2016",941115,24817,0.0263697847765682,254389,0.27030596685846,412764,0.438590395435202
"198"," Customer service representatives","blue_collar","service","2006",810552,16788,0.0207118112101383,222989,0.275107581006524,384410,0.474257049516872
"199"," Customer service representatives","blue_collar","service","2007",822482,15368,0.0186849073900705,224401,0.272833934359658,382209,0.464701963082475
"200"," Customer service representatives","blue_collar","service","2008",843988,13940,0.0165168225140642,227990,0.27013417252378,389323,0.46128973397726
"201"," Customer service representatives","blue_collar","service","2009",813979,16594,0.0203862753215992,218617,0.26857818199241,366951,0.450811384568889
"202"," Customer service representatives","blue_collar","service","2010",789838,12082,0.0152968076998068,226217,0.286409364958384,363881,0.460703334101423
"203"," Customer service representatives","blue_collar","service","2011",812411,17747,0.021844854390204,240675,0.296247835147481,387750,0.477283050081794
"204"," Customer service representatives","blue_collar","service","2012",833561,16877,0.0202468685555106,241474,0.289689656785766,387381,0.464730235699607
"205"," Customer service representatives","blue_collar","service","2013",851118,17246,0.0202627602753085,236029,0.277316423809625,388093,0.455980251856969
"206"," Customer service representatives","blue_collar","service","2014",874234,17458,0.0199694818549725,249387,0.285263442053272,404528,0.462722795041145
"207"," Customer service representatives","blue_collar","service","2015",906997,20209,0.0222812203347971,266239,0.293539008398043,416263,0.458946391222904
"208"," Customer service representatives","blue_collar","service","2016",941115,21176,0.0225009695945766,254389,0.27030596685846,412764,0.438590395435202
"209"," Driver/sales workers and truck drivers","blue_collar","production","2006",810552,14343,0.017695348355195,144180,0.177878778906227,384410,0.474257049516872
"210"," Driver/sales workers and truck drivers","blue_collar","production","2007",822482,15372,0.0186897707183865,145910,0.177402058646876,382209,0.464701963082475
"211"," Driver/sales workers and truck drivers","blue_collar","production","2008",843988,16849,0.0199635539841799,157833,0.187008583060423,389323,0.46128973397726
"212"," Driver/sales workers and truck drivers","blue_collar","production","2009",813979,14704,0.0180643480974325,150974,0.185476529492776,366951,0.450811384568889
"213"," Driver/sales workers and truck drivers","blue_collar","transportation","2010",789838,12294,0.0155652171711161,38532,0.0487846874928783,363881,0.460703334101423
"214"," Driver/sales workers and truck drivers","blue_collar","transportation","2011",812411,13255,0.0163156333432216,42660,0.0525103672894631,387750,0.477283050081794
