"","county","total_pop","job","n_county","prop_county","job_class","job_type","n_county_type","prop_county_type","n_county_class","prop_county_class","year"
"43","Clackamas ",204222," Fire fighting and prevention workers",651,0.00318770749478509,"blue_collar","civil_servant",2955,0.0144695478449922,99240,0.485941769251109,"2016"
"44","Multnomah ",432900," Fire fighting and prevention workers",92,0.000212520212520213,"blue_collar","civil_servant",3679,0.0084984984984985,180665,0.417336567336567,"2016"
"45","Washington ",303993," Fire fighting and prevention workers",445,0.00146384949653446,"blue_collar","civil_servant",2292,0.00753964729451007,132859,0.437046247775442,"2016"
"46","Clackamas ",204222," Law enforcement workers",1130,0.00553319426898179,"blue_collar","civil_servant",2955,0.0144695478449922,99240,0.485941769251109,"2016"
"47","Multnomah ",432900," Law enforcement workers",922,0.00212982212982213,"blue_collar","civil_servant",3679,0.0084984984984985,180665,0.417336567336567,"2016"
"48","Washington ",303993," Law enforcement workers",641,0.0021086011848957,"blue_collar","civil_servant",2292,0.00753964729451007,132859,0.437046247775442,"2016"
"49","Clackamas ",204222," Other protective service workers",1174,0.00574864608122533,"blue_collar","civil_servant",2955,0.0144695478449922,99240,0.485941769251109,"2016"
"50","Multnomah ",432900," Other protective service workers",2665,0.00615615615615616,"blue_collar","civil_servant",3679,0.0084984984984985,180665,0.417336567336567,"2016"
"51","Washington ",303993," Other protective service workers",1206,0.00396719661307991,"blue_collar","civil_servant",2292,0.00753964729451007,132859,0.437046247775442,"2016"
"52","Clackamas ",204222," Cooks and food preparation workers",5137,0.0251539990794332,"blue_collar","service",55515,0.271836530834092,99240,0.485941769251109,"2016"
"53","Multnomah ",432900," Cooks and food preparation workers",12099,0.0279487179487179,"blue_collar","service",113791,0.262857472857473,180665,0.417336567336567,"2016"
"54","Washington ",303993," Cooks and food preparation workers",7581,0.0249380742319724,"blue_collar","service",85083,0.279884734187958,132859,0.437046247775442,"2016"
"55","Clackamas ",204222," Waiters and waitresses",2229,0.0109145929429738,"blue_collar","service",55515,0.271836530834092,99240,0.485941769251109,"2016"
"56","Multnomah ",432900," Waiters and waitresses",6676,0.0154215754215754,"blue_collar","service",113791,0.262857472857473,180665,0.417336567336567,"2016"
"57","Washington ",303993," Waiters and waitresses",3210,0.0105594536716306,"blue_collar","service",85083,0.279884734187958,132859,0.437046247775442,"2016"
"58","Clackamas ",204222," Food and beverage serving workers except waiters/waitresses",1661,0.00813330591219359,"blue_collar","service",55515,0.271836530834092,99240,0.485941769251109,"2016"
"59","Multnomah ",432900," Food and beverage serving workers except waiters/waitresses",4448,0.0102748902748903,"blue_collar","service",113791,0.262857472857473,180665,0.417336567336567,"2016"
"60","Washington ",303993," Food and beverage serving workers except waiters/waitresses",1918,0.00630935580753504,"blue_collar","service",85083,0.279884734187958,132859,0.437046247775442,"2016"
"61","Clackamas ",204222," Other food preparation and serving related workers",684,0.00334929635396774,"blue_collar","service",55515,0.271836530834092,99240,0.485941769251109,"2016"
"62","Multnomah ",432900," Other food preparation and serving related workers",2641,0.0061007161007161,"blue_collar","service",113791,0.262857472857473,180665,0.417336567336567,"2016"
"63","Washington ",303993," Other food preparation and serving related workers",1680,0.00552644304309639,"blue_collar","service",85083,0.279884734187958,132859,0.437046247775442,"2016"
"64","Clackamas ",204222," Building cleaning and pest control workers",3664,0.0179412600013711,"blue_collar","service",55515,0.271836530834092,99240,0.485941769251109,"2016"
"65","Multnomah ",432900," Building cleaning and pest control workers",8857,0.0204596904596905,"blue_collar","service",113791,0.262857472857473,180665,0.417336567336567,"2016"
"66","Washington ",303993," Building cleaning and pest control workers",5643,0.0185629274358291,"blue_collar","service",85083,0.279884734187958,132859,0.437046247775442,"2016"
"67","Clackamas ",204222," Grounds maintenance workers",1548,0.00757998648529541,"blue_collar","service",55515,0.271836530834092,99240,0.485941769251109,"2016"
"68","Multnomah ",432900," Grounds maintenance workers",2429,0.00561099561099561,"blue_collar","service",113791,0.262857472857473,180665,0.417336567336567,"2016"
"69","Washington ",303993," Grounds maintenance workers",2297,0.00755609504166214,"blue_collar","service",85083,0.279884734187958,132859,0.437046247775442,"2016"
"70","Clackamas ",204222," Personal appearance workers",1545,0.00756529658900608,"blue_collar","service",55515,0.271836530834092,99240,0.485941769251109,"2016"
"71","Multnomah ",432900," Personal appearance workers",1823,0.00421113421113421,"blue_collar","service",113791,0.262857472857473,180665,0.417336567336567,"2016"
"72","Washington ",303993," Personal appearance workers",3710,0.0122042283868379,"blue_collar","service",85083,0.279884734187958,132859,0.437046247775442,"2016"
"73","Clackamas ",204222," Baggage porters and concierges, and tour and travel guides",56,0.000274211397400868,"blue_collar","service",55515,0.271836530834092,99240,0.485941769251109,"2016"
"74","Multnomah ",432900," Baggage porters and concierges, and tour and travel guides",1041,0.0024047124047124,"blue_collar","service",113791,0.262857472857473,180665,0.417336567336567,"2016"
"75","Washington ",303993," Baggage porters and concierges, and tour and travel guides",485,0.00159543147375104,"blue_collar","service",85083,0.279884734187958,132859,0.437046247775442,"2016"
"76","Clackamas ",204222," Child care workers",2160,0.0105767253283192,"blue_collar","service",55515,0.271836530834092,99240,0.485941769251109,"2016"
"77","Multnomah ",432900," Child care workers",2509,0.0057957957957958,"blue_collar","service",113791,0.262857472857473,180665,0.417336567336567,"2016"
"78","Washington ",303993," Child care workers",3349,0.0110167010424582,"blue_collar","service",85083,0.279884734187958,132859,0.437046247775442,"2016"
"79","Clackamas ",204222," Other personal care and service workers except personal appearance, baggage porters, concierges, and child care workers",3570,0.0174809765843053,"blue_collar","service",55515,0.271836530834092,99240,0.485941769251109,"2016"
"80","Multnomah ",432900," Other personal care and service workers except personal appearance, baggage porters, concierges, and child care workers",8171,0.0188750288750289,"blue_collar","service",113791,0.262857472857473,180665,0.417336567336567,"2016"
"81","Washington ",303993," Other personal care and service workers except personal appearance, baggage porters, concierges, and child care workers",6509,0.0214116772425681,"blue_collar","service",85083,0.279884734187958,132859,0.437046247775442,"2016"
"82","Clackamas ",204222," Cashiers",3281,0.016065849908433,"blue_collar","service",55515,0.271836530834092,99240,0.485941769251109,"2016"
"83","Multnomah ",432900," Cashiers",6398,0.0147793947793948,"blue_collar","service",113791,0.262857472857473,180665,0.417336567336567,"2016"
"84","Washington ",303993," Cashiers",5298,0.0174280328823361,"blue_collar","service",85083,0.279884734187958,132859,0.437046247775442,"2016"
"85","Clackamas ",204222," Retail sales workers except cashiers",4178,0.0204581288989433,"blue_collar","service",55515,0.271836530834092,99240,0.485941769251109,"2016"
"86","Multnomah ",432900," Retail sales workers except cashiers",9703,0.0224139524139524,"blue_collar","service",113791,0.262857472857473,180665,0.417336567336567,"2016"
"87","Washington ",303993," Retail sales workers except cashiers",8125,0.0267275891221179,"blue_collar","service",85083,0.279884734187958,132859,0.437046247775442,"2016"
"88","Clackamas ",204222," Sales representatives, services",2600,0.0127312434507546,"blue_collar","service",55515,0.271836530834092,99240,0.485941769251109,"2016"
"89","Multnomah ",432900," Sales representatives, services",4150,0.00958650958650959,"blue_collar","service",113791,0.262857472857473,180665,0.417336567336567,"2016"
"90","Washington ",303993," Sales representatives, services",4786,0.0157437835739639,"blue_collar","service",85083,0.279884734187958,132859,0.437046247775442,"2016"
"91","Clackamas ",204222," Sales representatives, wholesale and manufacturing",2973,0.0145576872227282,"blue_collar","service",55515,0.271836530834092,99240,0.485941769251109,"2016"
"92","Multnomah ",432900," Sales representatives, wholesale and manufacturing",3436,0.00793716793716794,"blue_collar","service",113791,0.262857472857473,180665,0.417336567336567,"2016"
"93","Washington ",303993," Sales representatives, wholesale and manufacturing",3201,0.0105298477267569,"blue_collar","service",85083,0.279884734187958,132859,0.437046247775442,"2016"
"94","Clackamas ",204222," Other sales and related workers",2324,0.011379772992136,"blue_collar","service",55515,0.271836530834092,99240,0.485941769251109,"2016"
"95","Multnomah ",432900," Other sales and related workers",3149,0.00727419727419727,"blue_collar","service",113791,0.262857472857473,180665,0.417336567336567,"2016"
"96","Washington ",303993," Other sales and related workers",2589,0.00851664347534318,"blue_collar","service",85083,0.279884734187958,132859,0.437046247775442,"2016"
"97","Clackamas ",204222," Communications equipment operators",109,0.000533732898512403,"blue_collar","service",55515,0.271836530834092,99240,0.485941769251109,"2016"
"98","Multnomah ",432900," Communications equipment operators",45,0.000103950103950104,"blue_collar","service",113791,0.262857472857473,180665,0.417336567336567,"2016"
"99","Washington ",303993," Communications equipment operators",100,0.000328954943041452,"blue_collar","service",85083,0.279884734187958,132859,0.437046247775442,"2016"
"100","Clackamas ",204222," Financial clerks except bookkeeping, accounting, and auditing clerks",1318,0.00645376110311328,"white_collar","business",42326,0.207254850114092,91580,0.448433567392348,"2016"
"101","Multnomah ",432900," Financial clerks except bookkeeping, accounting, and auditing clerks",3440,0.00794640794640795,"white_collar","business",89298,0.206278586278586,225676,0.521312081312081,"2016"
"102","Washington ",303993," Financial clerks except bookkeeping, accounting, and auditing clerks",2576,0.00847387933274779,"white_collar","business",68428,0.225097288424405,153614,0.505320846203695,"2016"
"103","Clackamas ",204222," Bookkeeping, accounting, and auditing clerks",2095,0.0102584442420503,"white_collar","business",42326,0.207254850114092,91580,0.448433567392348,"2016"
"104","Multnomah ",432900," Bookkeeping, accounting, and auditing clerks",3720,0.00859320859320859,"white_collar","business",89298,0.206278586278586,225676,0.521312081312081,"2016"
"105","Washington ",303993," Bookkeeping, accounting, and auditing clerks",4098,0.0134805735658387,"white_collar","business",68428,0.225097288424405,153614,0.505320846203695,"2016"
"106","Clackamas ",204222," Information and record clerks except customer service representatives",2980,0.0145919636474033,"white_collar","business",42326,0.207254850114092,91580,0.448433567392348,"2016"
"107","Multnomah ",432900," Information and record clerks except customer service representatives",7164,0.0165488565488565,"white_collar","business",89298,0.206278586278586,225676,0.521312081312081,"2016"
"108","Washington ",303993," Information and record clerks except customer service representatives",5705,0.0187668795005148,"white_collar","business",68428,0.225097288424405,153614,0.505320846203695,"2016"
"109","Clackamas ",204222," Customer service representatives",5369,0.0262900177258082,"blue_collar","service",55515,0.271836530834092,99240,0.485941769251109,"2016"
"110","Multnomah ",432900," Customer service representatives",9886,0.0228366828366828,"blue_collar","service",113791,0.262857472857473,180665,0.417336567336567,"2016"
"111","Washington ",303993," Customer service representatives",5921,0.0194774221774844,"blue_collar","service",85083,0.279884734187958,132859,0.437046247775442,"2016"
"112","Clackamas ",204222," Material recording, scheduling, dispatching, and distributing workers",5304,0.0259717366395393,"blue_collar","service",55515,0.271836530834092,99240,0.485941769251109,"2016"
"113","Multnomah ",432900," Material recording, scheduling, dispatching, and distributing workers",10161,0.0234719334719335,"blue_collar","service",113791,0.262857472857473,180665,0.417336567336567,"2016"
"114","Washington ",303993," Material recording, scheduling, dispatching, and distributing workers",7832,0.0257637511390065,"blue_collar","service",85083,0.279884734187958,132859,0.437046247775442,"2016"
"115","Clackamas ",204222," Secretaries and administrative assistants",3242,0.0158748812566717,"blue_collar","service",55515,0.271836530834092,99240,0.485941769251109,"2016"
"116","Multnomah ",432900," Secretaries and administrative assistants",6447,0.0148925848925849,"blue_collar","service",113791,0.262857472857473,180665,0.417336567336567,"2016"
"117","Washington ",303993," Secretaries and administrative assistants",5047,0.0166023559753021,"blue_collar","service",85083,0.279884734187958,132859,0.437046247775442,"2016"
"118","Clackamas ",204222," Other office and administrative support workers",3881,0.0190038291662994,"blue_collar","service",55515,0.271836530834092,99240,0.485941769251109,"2016"
"119","Multnomah ",432900," Other office and administrative support workers",9722,0.0224578424578425,"blue_collar","service",113791,0.262857472857473,180665,0.417336567336567,"2016"
"120","Washington ",303993," Other office and administrative support workers",5802,0.019085965795265,"blue_collar","service",85083,0.279884734187958,132859,0.437046247775442,"2016"
"121","Clackamas ",204222," Agricultural workers",2356,0.0115364652192222,"blue_collar","production",35740,0.175005631126911,99240,0.485941769251109,"2016"
"122","Multnomah ",432900," Agricultural workers",1908,0.00440748440748441,"blue_collar","production",93521,0.216033726033726,180665,0.417336567336567,"2016"
"123","Washington ",303993," Agricultural workers",1752,0.00576329060208623,"blue_collar","production",49975,0.164395232784965,132859,0.437046247775442,"2016"
"124","Clackamas ",204222," Fishing and hunting, and forest, conservation, and logging workers",46,0.000225245076436427,"blue_collar","production",35740,0.175005631126911,99240,0.485941769251109,"2016"
"125","Multnomah ",432900," Fishing and hunting, and forest, conservation, and logging workers",437,0.00100947100947101,"blue_collar","production",93521,0.216033726033726,180665,0.417336567336567,"2016"
"126","Washington ",303993," Fishing and hunting, and forest, conservation, and logging workers",82,0.00026974305329399,"blue_collar","production",49975,0.164395232784965,132859,0.437046247775442,"2016"
"127","Clackamas ",204222," Carpenters",2325,0.0113846696242325,"blue_collar","construction\contracting",14255,0.0698014905348102,99240,0.485941769251109,"2016"
"128","Multnomah ",432900," Carpenters",3167,0.00731577731577732,"blue_collar","construction\contracting",19066,0.044042504042504,180665,0.417336567336567,"2016"
"129","Washington ",303993," Carpenters",1940,0.00638172589500416,"blue_collar","construction\contracting",15982,0.0525735789968848,132859,0.437046247775442,"2016"
"130","Clackamas ",204222," Construction laborers",1315,0.00643907120682395,"blue_collar","construction\contracting",14255,0.0698014905348102,99240,0.485941769251109,"2016"
"131","Multnomah ",432900," Construction laborers",4024,0.0092954492954493,"blue_collar","construction\contracting",19066,0.044042504042504,180665,0.417336567336567,"2016"
"132","Washington ",303993," Construction laborers",3022,0.00994101837871267,"blue_collar","construction\contracting",15982,0.0525735789968848,132859,0.437046247775442,"2016"
"133","Clackamas ",204222," Electricians",1370,0.00670838597212837,"blue_collar","construction\contracting",14255,0.0698014905348102,99240,0.485941769251109,"2016"
"134","Multnomah ",432900," Electricians",1475,0.00340725340725341,"blue_collar","construction\contracting",19066,0.044042504042504,180665,0.417336567336567,"2016"
"135","Washington ",303993," Electricians",823,0.00270729918123115,"blue_collar","construction\contracting",15982,0.0525735789968848,132859,0.437046247775442,"2016"
"136","Clackamas ",204222," Painters and paperhangers",523,0.00256093858644025,"blue_collar","construction\contracting",14255,0.0698014905348102,99240,0.485941769251109,"2016"
"137","Multnomah ",432900," Painters and paperhangers",1306,0.00301686301686302,"blue_collar","construction\contracting",19066,0.044042504042504,180665,0.417336567336567,"2016"
"138","Washington ",303993," Painters and paperhangers",1129,0.00371390130693799,"blue_collar","construction\contracting",15982,0.0525735789968848,132859,0.437046247775442,"2016"
"139","Clackamas ",204222," Pipelayers, plumbers, pipefitters, and steamfitters",591,0.00289390956899844,"blue_collar","construction\contracting",14255,0.0698014905348102,99240,0.485941769251109,"2016"
"140","Multnomah ",432900," Pipelayers, plumbers, pipefitters, and steamfitters",645,0.00148995148995149,"blue_collar","construction\contracting",19066,0.044042504042504,180665,0.417336567336567,"2016"
"141","Washington ",303993," Pipelayers, plumbers, pipefitters, and steamfitters",428,0.00140792715621741,"blue_collar","construction\contracting",15982,0.0525735789968848,132859,0.437046247775442,"2016"
"142","Clackamas ",204222," Construction trades workers except carpenters, electricians, painters, plumbers, and construction laborers",2378,0.011644191125344,"blue_collar","construction\contracting",14255,0.0698014905348102,99240,0.485941769251109,"2016"
"143","Multnomah ",432900," Construction trades workers except carpenters, electricians, painters, plumbers, and construction laborers",1883,0.00434973434973435,"blue_collar","construction\contracting",19066,0.044042504042504,180665,0.417336567336567,"2016"
"144","Washington ",303993," Construction trades workers except carpenters, electricians, painters, plumbers, and construction laborers",2064,0.00678963002437556,"blue_collar","construction\contracting",15982,0.0525735789968848,132859,0.437046247775442,"2016"
"145","Clackamas ",204222," Other construction workers and helpers",332,0.00162568185601943,"blue_collar","construction\contracting",14255,0.0698014905348102,99240,0.485941769251109,"2016"
"146","Multnomah ",432900," Other construction workers and helpers",373,0.000861630861630862,"blue_collar","construction\contracting",19066,0.044042504042504,180665,0.417336567336567,"2016"
"147","Washington ",303993," Other construction workers and helpers",159,0.000523038359435908,"blue_collar","construction\contracting",15982,0.0525735789968848,132859,0.437046247775442,"2016"
"148","Clackamas ",204222," Extraction workers",0,0,"blue_collar","construction\contracting",14255,0.0698014905348102,99240,0.485941769251109,"2016"
"149","Multnomah ",432900," Extraction workers",0,0,"blue_collar","construction\contracting",19066,0.044042504042504,180665,0.417336567336567,"2016"
"150","Washington ",303993," Extraction workers",0,0,"blue_collar","construction\contracting",15982,0.0525735789968848,132859,0.437046247775442,"2016"
"151","Clackamas ",204222," Vehicle and mobile equipment mechanics, installers, and repairers",2221,0.0108754198862023,"blue_collar","construction\contracting",14255,0.0698014905348102,99240,0.485941769251109,"2016"
"152","Multnomah ",432900," Vehicle and mobile equipment mechanics, installers, and repairers",2192,0.00506352506352506,"blue_collar","construction\contracting",19066,0.044042504042504,180665,0.417336567336567,"2016"
"153","Washington ",303993," Vehicle and mobile equipment mechanics, installers, and repairers",2043,0.00672054948633686,"blue_collar","construction\contracting",15982,0.0525735789968848,132859,0.437046247775442,"2016"
"154","Clackamas ",204222," Other installation, maintenance, and repair occupations including electrical and electronic equipment mechanics, installers, and repairers",3200,0.015669222708621,"blue_collar","construction\contracting",14255,0.0698014905348102,99240,0.485941769251109,"2016"
"155","Multnomah ",432900," Other installation, maintenance, and repair occupations including electrical and electronic equipment mechanics, installers, and repairers",4001,0.00924231924231924,"blue_collar","construction\contracting",19066,0.044042504042504,180665,0.417336567336567,"2016"
"156","Washington ",303993," Other installation, maintenance, and repair occupations including electrical and electronic equipment mechanics, installers, and repairers",4374,0.0143884892086331,"blue_collar","construction\contracting",15982,0.0525735789968848,132859,0.437046247775442,"2016"
"157","Clackamas ",204222," Assemblers and fabricators",1432,0.0070119771621079,"blue_collar","production",35740,0.175005631126911,99240,0.485941769251109,"2016"
"158","Multnomah ",432900," Assemblers and fabricators",2381,0.0055001155001155,"blue_collar","production",93521,0.216033726033726,180665,0.417336567336567,"2016"
"159","Washington ",303993," Assemblers and fabricators",3488,0.0114739484132858,"blue_collar","production",49975,0.164395232784965,132859,0.437046247775442,"2016"
"160","Clackamas ",204222," Food processing workers",1472,0.00720784244596566,"blue_collar","production",35740,0.175005631126911,99240,0.485941769251109,"2016"
"161","Multnomah ",432900," Food processing workers",2528,0.00583968583968584,"blue_collar","production",93521,0.216033726033726,180665,0.417336567336567,"2016"
"162","Washington ",303993," Food processing workers",1401,0.00460865875201074,"blue_collar","production",49975,0.164395232784965,132859,0.437046247775442,"2016"
"163","Clackamas ",204222," Metal workers and plastic workers",2856,0.0139847812674443,"blue_collar","production",35740,0.175005631126911,99240,0.485941769251109,"2016"
"164","Multnomah ",432900," Metal workers and plastic workers",4529,0.0104620004620005,"blue_collar","production",93521,0.216033726033726,180665,0.417336567336567,"2016"
"165","Washington ",303993," Metal workers and plastic workers",2776,0.0091317892188307,"blue_collar","production",49975,0.164395232784965,132859,0.437046247775442,"2016"
"166","Clackamas ",204222," Printing workers",386,0.00189009998922741,"blue_collar","production",35740,0.175005631126911,99240,0.485941769251109,"2016"
"167","Multnomah ",432900," Printing workers",492,0.00113652113652114,"blue_collar","production",93521,0.216033726033726,180665,0.417336567336567,"2016"
"168","Washington ",303993," Printing workers",120,0.000394745931649742,"blue_collar","production",49975,0.164395232784965,132859,0.437046247775442,"2016"
"169","Clackamas ",204222," Textile, apparel, and furnishings workers",236,0.0011556051747608,"blue_collar","production",35740,0.175005631126911,99240,0.485941769251109,"2016"
"170","Multnomah ",432900," Textile, apparel, and furnishings workers",1310,0.00302610302610303,"blue_collar","production",93521,0.216033726033726,180665,0.417336567336567,"2016"
"171","Washington ",303993," Textile, apparel, and furnishings workers",618,0.00203294154799617,"blue_collar","production",49975,0.164395232784965,132859,0.437046247775442,"2016"
"172","Clackamas ",204222," Woodworkers",440,0.00215451812243539,"blue_collar","production",35740,0.175005631126911,99240,0.485941769251109,"2016"
"173","Multnomah ",432900," Woodworkers",523,0.00120813120813121,"blue_collar","production",93521,0.216033726033726,180665,0.417336567336567,"2016"
"174","Washington ",303993," Woodworkers",233,0.000766465017286582,"blue_collar","production",49975,0.164395232784965,132859,0.437046247775442,"2016"
"175","Clackamas ",204222," Plant and system operators",493,0.00241403962354692,"blue_collar","production",35740,0.175005631126911,99240,0.485941769251109,"2016"
"176","Multnomah ",432900," Plant and system operators",299,0.000690690690690691,"blue_collar","production",93521,0.216033726033726,180665,0.417336567336567,"2016"
"177","Washington ",303993," Plant and system operators",401,0.00131910932159622,"blue_collar","production",49975,0.164395232784965,132859,0.437046247775442,"2016"
"178","Clackamas ",204222," Other production occupations",3237,0.0158503980961894,"blue_collar","production",35740,0.175005631126911,99240,0.485941769251109,"2016"
"179","Multnomah ",432900," Other production occupations",7975,0.0184222684222684,"blue_collar","production",93521,0.216033726033726,180665,0.417336567336567,"2016"
"180","Washington ",303993," Other production occupations",6408,0.0210794327500962,"blue_collar","production",49975,0.164395232784965,132859,0.437046247775442,"2016"
"181","Clackamas ",204222," Supervisors of transportation and material moving workers",206,0.00100870621186748,"blue_collar","transportation",13561,0.066403227859878,99240,0.485941769251109,"2016"
"182","Multnomah ",432900," Supervisors of transportation and material moving workers",820,0.00189420189420189,"blue_collar","transportation",21747,0.0502356202356202,180665,0.417336567336567,"2016"
"183","Washington ",303993," Supervisors of transportation and material moving workers",302,0.000993443927985184,"blue_collar","transportation",12223,0.0402081626879566,132859,0.437046247775442,"2016"
"184","Clackamas ",204222," Air transportation workers",468,0.00229162382113582,"blue_collar","transportation",13561,0.066403227859878,99240,0.485941769251109,"2016"
"185","Multnomah ",432900," Air transportation workers",394,0.00091014091014091,"blue_collar","transportation",21747,0.0502356202356202,180665,0.417336567336567,"2016"
