"","job","job_class","job_type","year","population","n_city","job_prop","job_type_n","job_type_prop","job_class_n","job_class_prop"
"106"," Carpenters","blue_collar","service",2006,1890899,25259,0.0133581962865283,508925,0.269144465145944,874006,0.46221717817821
"107"," Carpenters","blue_collar","service",2007,1932916,25584,0.0132359605901136,525792,0.272020098131528,890284,0.460591148296149
"108"," Carpenters","blue_collar","service",2008,1980276,23270,0.0117508872500601,525773,0.265504909416667,904571,0.456790366595363
"109"," Carpenters","blue_collar","service",2009,1928151,17342,0.00899410886388047,498458,0.258516060204828,853909,0.442864174019566
"110"," Cashiers","blue_collar","service",2006,1890899,33800,0.0178750953911341,508925,0.269144465145944,874006,0.46221717817821
"111"," Cashiers","blue_collar","service",2007,1932916,33883,0.0175294736036124,525792,0.272020098131528,890284,0.460591148296149
"112"," Cashiers","blue_collar","service",2008,1980276,32214,0.0162674293886307,525773,0.265504909416667,904571,0.456790366595363
"113"," Cashiers","blue_collar","service",2009,1928151,31163,0.0161621159338662,498458,0.258516060204828,853909,0.442864174019566
"114"," Cashiers","blue_collar","service",2010,1894612,34737,0.0183346247147173,518182,0.273502965250933,865244,0.45668664613124
"115"," Cashiers","blue_collar","service",2011,1813740,31993,0.0176392426698424,500742,0.276082569717821,829037,0.457087013574162
"116"," Cashiers","blue_collar","service",2012,1998829,36058,0.0180395621636468,544383,0.272350961487951,922131,0.461335612000827
"117"," Cashiers","blue_collar","service",2013,2024593,37516,0.0185301440832799,548512,0.270924575951809,922443,0.455618981197702
"118"," Cashiers","blue_collar","service",2014,2090871,34478,0.01648977866162,565044,0.270243357911607,948478,0.453628176965485
"119"," Cashiers","blue_collar","service",2015,2134655,35400,0.016583476018373,566655,0.265455073536473,964192,0.451685166923929
"120"," Cashiers","blue_collar","service",2016,2203257,36749,0.0166793978187747,552830,0.250914895538741,959708,0.435586043752499
"121"," Child care workers","blue_collar","service",2006,1890899,17530,0.00927072255049053,508925,0.269144465145944,874006,0.46221717817821
"122"," Child care workers","blue_collar","service",2007,1932916,16360,0.00846389599961923,525792,0.272020098131528,890284,0.460591148296149
"123"," Child care workers","blue_collar","service",2008,1980276,17325,0.00874878047302497,525773,0.265504909416667,904571,0.456790366595363
"124"," Child care workers","blue_collar","service",2009,1928151,18755,0.00972693528670732,498458,0.258516060204828,853909,0.442864174019566
"125"," Child care workers","blue_collar","service",2010,1894612,22382,0.0118135006006507,518182,0.273502965250933,865244,0.45668664613124
"126"," Child care workers","blue_collar","service",2011,1813740,19180,0.0105748343202444,500742,0.276082569717821,829037,0.457087013574162
"127"," Child care workers","blue_collar","service",2012,1998829,16296,0.0081527734488543,544383,0.272350961487951,922131,0.461335612000827
"128"," Child care workers","blue_collar","service",2013,2024593,20388,0.0100701721284228,548512,0.270924575951809,922443,0.455618981197702
"129"," Child care workers","blue_collar","service",2014,2090871,21143,0.010112053780458,565044,0.270243357911607,948478,0.453628176965485
"130"," Child care workers","blue_collar","service",2015,2134655,19841,0.00929471038645589,566655,0.265455073536473,964192,0.451685166923929
"131"," Child care workers","blue_collar","service",2016,2203257,18777,0.00852238299935051,552830,0.250914895538741,959708,0.435586043752499
"132"," Communications equipment operators","blue_collar","service",2006,1890899,1243,0.000657359277253835,508925,0.269144465145944,874006,0.46221717817821
"133"," Communications equipment operators","blue_collar","service",2007,1932916,1337,0.000691701036154701,525792,0.272020098131528,890284,0.460591148296149
"134"," Communications equipment operators","blue_collar","service",2008,1980276,930,0.000469631505911297,525773,0.265504909416667,904571,0.456790366595363
"135"," Communications equipment operators","blue_collar","service",2009,1928151,1180,0.000611985264639543,498458,0.258516060204828,853909,0.442864174019566
"136"," Communications equipment operators","blue_collar","service",2010,1894612,679,0.000358384724682415,518182,0.273502965250933,865244,0.45668664613124
"137"," Communications equipment operators","blue_collar","service",2011,1813740,374,0.000206203755775359,500742,0.276082569717821,829037,0.457087013574162
"138"," Communications equipment operators","blue_collar","service",2012,1998829,646,0.00032318922729258,544383,0.272350961487951,922131,0.461335612000827
"139"," Communications equipment operators","blue_collar","service",2013,2024593,254,0.000125457314136718,548512,0.270924575951809,922443,0.455618981197702
"140"," Communications equipment operators","blue_collar","service",2014,2090871,1110,0.000530879236452177,565044,0.270243357911607,948478,0.453628176965485
"141"," Communications equipment operators","blue_collar","service",2015,2134655,340,0.000159276323340306,566655,0.265455073536473,964192,0.451685166923929
"142"," Communications equipment operators","blue_collar","service",2016,2203257,225,0.000102121540973205,552830,0.250914895538741,959708,0.435586043752499
"143"," Community and social service occupations:","white_collar","production",2010,1894612,33360,0.017607826826812,309522,0.163369597574596,912653,0.481709711539883
"144"," Community and social service occupations:","white_collar","production",2011,1813740,29091,0.0160392338482914,277751,0.153137164091876,869673,0.479491547851401
"145"," Community and social service occupations:","white_collar","production",2012,1998829,31342,0.0156801807458267,327093,0.163642312574012,959323,0.479942506337461
"146"," Community and social service occupations:","white_collar","production",2013,2024593,33390,0.0164922036182087,331157,0.163567195974697,983559,0.485805789114158
"147"," Community and social service occupations:","white_collar","production",2014,2090871,34899,0.0166911301558059,340474,0.162838357794431,1022489,0.489025387027703
"148"," Community and social service occupations:","white_collar","production",2015,2134655,33322,0.015610016606899,349043,0.163512605081383,1055575,0.494494426499833
"149"," Community and social service occupations:","white_collar","production",2016,2203257,33310,0.0151185267991887,356677,0.161886243865332,1108738,0.503226813757995
"150"," Community and social services occupations:","white_collar","production",2006,1890899,30994,0.0163911451642843,328772,0.173870735560175,953738,0.504383364738148
"151"," Community and social services occupations:","white_collar","production",2007,1932916,28044,0.0145086491083937,335566,0.173606095660649,981497,0.507780472612364
"152"," Community and social services occupations:","white_collar","production",2008,1980276,30697,0.01550137455587,350305,0.176897058793825,1007380,0.508706867123573
"153"," Community and social services occupations:","white_collar","production",2009,1928151,30360,0.0157456547749632,337613,0.175096763687076,1005970,0.521727810736815
"154"," Computer and mathematical occupations:","white_collar","tech",2006,1890899,84651,0.0447675946732216,140990,0.0745624171359761,953738,0.504383364738148
"155"," Computer and mathematical occupations:","white_collar","tech",2007,1932916,86754,0.0448824470385676,150206,0.0777095331612962,981497,0.507780472612364
"156"," Computer and mathematical occupations:","white_collar","tech",2008,1980276,91019,0.0459627849855273,154242,0.0778891427255595,1007380,0.508706867123573
"157"," Computer and mathematical occupations:","white_collar","tech",2009,1928151,98604,0.0511391483343369,158925,0.0824235238837622,1005970,0.521727810736815
"158"," Computer and mathematical occupations:","white_collar","tech",2010,1894612,98626,0.0520560410258143,156725,0.0827214226448476,912653,0.481709711539883
"159"," Computer and mathematical occupations:","white_collar","tech",2011,1813740,99151,0.0546666005050338,155261,0.0856026773407434,869673,0.479491547851401
"160"," Computer and mathematical occupations:","white_collar","tech",2012,1998829,107596,0.0538295171823102,168420,0.0842593338399633,959323,0.479942506337461
"161"," Computer and mathematical occupations:","white_collar","tech",2013,2024593,116957,0.0577681538956225,177395,0.0876200796900908,983559,0.485805789114158
"162"," Computer and mathematical occupations:","white_collar","tech",2014,2090871,121631,0.0581724075755989,182984,0.0875156812639326,1022489,0.489025387027703
"163"," Computer and mathematical occupations:","white_collar","tech",2015,2134655,129356,0.0605980825941429,193965,0.0908648001667717,1055575,0.494494426499833
"164"," Computer and mathematical occupations:","white_collar","tech",2016,2203257,134173,0.0608975711866568,206742,0.0938347183283657,1108738,0.503226813757995
"165"," Construction laborers","blue_collar","construction\contracting",2010,1894612,13255,0.00699615541335112,136436,0.0720126337213108,865244,0.45668664613124
"166"," Construction laborers","blue_collar","construction\contracting",2011,1813740,15502,0.00854698027280647,123972,0.0683515829170664,829037,0.457087013574162
"167"," Construction laborers","blue_collar","construction\contracting",2012,1998829,16440,0.0082248156295511,137415,0.068747751808684,922131,0.461335612000827
"168"," Construction laborers","blue_collar","construction\contracting",2013,2024593,15839,0.00782330078193494,135452,0.0669033232852232,922443,0.455618981197702
"169"," Construction laborers","blue_collar","construction\contracting",2014,2090871,18908,0.00904312126381781,138084,0.0660413770146508,948478,0.453628176965485
"170"," Construction laborers","blue_collar","construction\contracting",2015,2134655,18492,0.0086627581506145,150086,0.0703092537201562,964192,0.451685166923929
"171"," Construction laborers","blue_collar","construction\contracting",2016,2203257,19450,0.00882783987523925,148581,0.0674369807970654,959708,0.435586043752499
"172"," Construction laborers","blue_collar","service",2006,1890899,14041,0.0074255684729856,508925,0.269144465145944,874006,0.46221717817821
"173"," Construction laborers","blue_collar","service",2007,1932916,20507,0.0106093591237281,525792,0.272020098131528,890284,0.460591148296149
"174"," Construction laborers","blue_collar","service",2008,1980276,18679,0.00943252354722271,525773,0.265504909416667,904571,0.456790366595363
"175"," Construction laborers","blue_collar","service",2009,1928151,15717,0.00815133254605059,498458,0.258516060204828,853909,0.442864174019566
"176"," Construction trades workers except carpenters, electricians, painters, plumbers, and construction laborers","blue_collar","construction\contracting",2006,1890899,26687,0.0141133926243549,142043,0.0751192951077768,874006,0.46221717817821
"177"," Construction trades workers except carpenters, electricians, painters, plumbers, and construction laborers","blue_collar","construction\contracting",2007,1932916,21372,0.011056869517351,128274,0.0663629459324668,890284,0.460591148296149
"178"," Construction trades workers except carpenters, electricians, painters, plumbers, and construction laborers","blue_collar","construction\contracting",2008,1980276,23012,0.0116206023806782,137656,0.0695135425566941,904571,0.456790366595363
"179"," Construction trades workers except carpenters, electricians, painters, plumbers, and construction laborers","blue_collar","construction\contracting",2009,1928151,16824,0.00872545770533532,125061,0.0648605840517677,853909,0.442864174019566
"180"," Construction trades workers except carpenters, electricians, painters, plumbers, and construction laborers","blue_collar","construction\contracting",2010,1894612,15956,0.00842177712375938,136436,0.0720126337213108,865244,0.45668664613124
"181"," Construction trades workers except carpenters, electricians, painters, plumbers, and construction laborers","blue_collar","construction\contracting",2011,1813740,15128,0.00834077651703111,123972,0.0683515829170664,829037,0.457087013574162
"182"," Construction trades workers except carpenters, electricians, painters, plumbers, and construction laborers","blue_collar","construction\contracting",2012,1998829,16541,0.00827534521462316,137415,0.068747751808684,922131,0.461335612000827
"183"," Construction trades workers except carpenters, electricians, painters, plumbers, and construction laborers","blue_collar","construction\contracting",2013,2024593,17800,0.00879189051824243,135452,0.0669033232852232,922443,0.455618981197702
"184"," Construction trades workers except carpenters, electricians, painters, plumbers, and construction laborers","blue_collar","construction\contracting",2014,2090871,14736,0.00704778056608944,138084,0.0660413770146508,948478,0.453628176965485
"185"," Construction trades workers except carpenters, electricians, painters, plumbers, and construction laborers","blue_collar","construction\contracting",2015,2134655,19424,0.00909936266047675,150086,0.0703092537201562,964192,0.451685166923929
"186"," Construction trades workers except carpenters, electricians, painters, plumbers, and construction laborers","blue_collar","construction\contracting",2016,2203257,18111,0.00822010323806982,148581,0.0674369807970654,959708,0.435586043752499
"187"," Cooks and food preparation workers","blue_collar","civil_servant",2006,1890899,35119,0.0185726471905691,62562,0.0330858496408322,874006,0.46221717817821
"188"," Cooks and food preparation workers","blue_collar","civil_servant",2007,1932916,39455,0.0204121648328225,67528,0.0349358171798464,890284,0.460591148296149
"189"," Cooks and food preparation workers","blue_collar","civil_servant",2008,1980276,41697,0.0210561558085843,70761,0.0357328978384831,904571,0.456790366595363
"190"," Cooks and food preparation workers","blue_collar","civil_servant",2009,1928151,41762,0.0216590920524378,71430,0.0370458537739005,853909,0.442864174019566
"191"," Cooks and food preparation workers","blue_collar","service",2010,1894612,41871,0.0221000394803791,518182,0.273502965250933,865244,0.45668664613124
"192"," Cooks and food preparation workers","blue_collar","service",2011,1813740,40539,0.0223510536240034,500742,0.276082569717821,829037,0.457087013574162
"193"," Cooks and food preparation workers","blue_collar","service",2012,1998829,45884,0.0229554404103603,544383,0.272350961487951,922131,0.461335612000827
"194"," Cooks and food preparation workers","blue_collar","service",2013,2024593,47242,0.0233340725765623,548512,0.270924575951809,922443,0.455618981197702
"195"," Cooks and food preparation workers","blue_collar","service",2014,2090871,49150,0.0235069499744365,565044,0.270243357911607,948478,0.453628176965485
"196"," Cooks and food preparation workers","blue_collar","service",2015,2134655,50862,0.0238268010521607,566655,0.265455073536473,964192,0.451685166923929
"197"," Cooks and food preparation workers","blue_collar","service",2016,2203257,51608,0.0234235043846451,552830,0.250914895538741,959708,0.435586043752499
"198"," Customer service representatives","blue_collar","service",2006,1890899,33798,0.0178740376931819,508925,0.269144465145944,874006,0.46221717817821
"199"," Customer service representatives","blue_collar","service",2007,1932916,31338,0.0162128100755542,525792,0.272020098131528,890284,0.460591148296149
"200"," Customer service representatives","blue_collar","service",2008,1980276,33440,0.0168865350082514,525773,0.265504909416667,904571,0.456790366595363
"201"," Customer service representatives","blue_collar","service",2009,1928151,30821,0.0159847439334367,498458,0.258516060204828,853909,0.442864174019566
"202"," Customer service representatives","blue_collar","service",2010,1894612,30691,0.0161990951181561,518182,0.273502965250933,865244,0.45668664613124
"203"," Customer service representatives","blue_collar","service",2011,1813740,33071,0.0182335946717832,500742,0.276082569717821,829037,0.457087013574162
"204"," Customer service representatives","blue_collar","service",2012,1998829,36406,0.0182136641003307,544383,0.272350961487951,922131,0.461335612000827
"205"," Customer service representatives","blue_collar","service",2013,2024593,36800,0.0181764927568158,548512,0.270924575951809,922443,0.455618981197702
"206"," Customer service representatives","blue_collar","service",2014,2090871,38796,0.0185549467183772,565044,0.270243357911607,948478,0.453628176965485
"207"," Customer service representatives","blue_collar","service",2015,2134655,37026,0.0173451916117593,566655,0.265455073536473,964192,0.451685166923929
"208"," Customer service representatives","blue_collar","service",2016,2203257,39687,0.018012878207127,552830,0.250914895538741,959708,0.435586043752499
"209"," Driver/sales workers and truck drivers","blue_collar","production",2006,1890899,32558,0.0172182649628563,328772,0.173870735560175,874006,0.46221717817821
"210"," Driver/sales workers and truck drivers","blue_collar","production",2007,1932916,33576,0.0173706462153555,335566,0.173606095660649,890284,0.460591148296149
