"","job","job_class","job_type","year","population","n_city","job_prop","job_type_n","job_type_prop","job_class_n","job_class_prop"
"71"," Building cleaning and pest control workers","blue_collar","service",2011,3293918,87152,0.0264584607145655,919883,0.27926712201093,1442521,0.437934702685373
"72"," Building cleaning and pest control workers","blue_collar","service",2012,3508110,93297,0.026594662083002,994682,0.283537859417179,1526946,0.435261722123879
"73"," Building cleaning and pest control workers","blue_collar","service",2013,3674321,94872,0.0258202808083453,1013770,0.275906759371323,1595899,0.434338480497485
"74"," Building cleaning and pest control workers","blue_collar","service",2014,3740162,101478,0.0271319798447233,1033864,0.27642225122869,1612351,0.431091220112926
"75"," Building cleaning and pest control workers","blue_collar","service",2015,3821090,100840,0.0263903755211209,1025495,0.268377609530265,1630274,0.426651557539864
"76"," Building cleaning and pest control workers","blue_collar","service",2016,3967499,103549,0.0260993134465818,1082062,0.272731511715567,1667664,0.420331296869892
"77"," Bus drivers","blue_collar","production",2006,3351545,7932,0.00236666970009354,600076,0.179044589883173,1431236,0.427037679637302
"78"," Bus drivers","blue_collar","production",2007,3395670,11204,0.00329949612300371,585541,0.172437545462309,1427785,0.420472248481154
"79"," Bus drivers","blue_collar","production",2008,3500221,8146,0.00232728162021769,629817,0.179936352590308,1469729,0.419896057991767
"80"," Bus drivers","blue_collar","production",2009,3397400,12503,0.00368016718667216,602206,0.177254959675046,1403813,0.413202154588803
"81"," Bus drivers","blue_collar","transportation",2010,3350957,10468,0.00312388371441352,141888,0.0423425308053789,1464431,0.437018738229109
"82"," Bus drivers","blue_collar","transportation",2011,3293918,9016,0.00273716589180423,135701,0.0411974432879021,1442521,0.437934702685373
"83"," Bus drivers","blue_collar","transportation",2012,3508110,9551,0.00272254860879505,144426,0.041169176565159,1526946,0.435261722123879
"84"," Bus drivers","blue_collar","transportation",2013,3674321,12695,0.00345506013219857,160131,0.0435811133540047,1595899,0.434338480497485
"85"," Bus drivers","blue_collar","transportation",2014,3740162,9209,0.00246219281410805,160566,0.0429302260169479,1612351,0.431091220112926
"86"," Bus drivers","blue_collar","transportation",2015,3821090,9671,0.00253095320968624,167672,0.0438806727923184,1630274,0.426651557539864
"87"," Bus drivers","blue_collar","transportation",2016,3967499,11844,0.00298525595091517,164364,0.0414276096855979,1667664,0.420331296869892
"88"," Business and financial operations occupations:","white_collar","business",2006,3351545,191145,0.0570319061805824,865010,0.25809290938955,1789504,0.533934051310664
"89"," Business and financial operations occupations:","white_collar","business",2007,3395670,201724,0.0594062438340593,893381,0.263094175818027,1815204,0.534564312786578
"90"," Business and financial operations occupations:","white_collar","business",2008,3500221,193745,0.0553522191884455,885655,0.253028308783931,1878064,0.5365558346173
"91"," Business and financial operations occupations:","white_collar","business",2009,3397400,197587,0.0581582975216342,871709,0.256581209159946,1840365,0.541698063224819
"92"," Business and financial operations occupations:","white_collar","business",2010,3350957,208176,0.0621243423893533,732545,0.218607699233383,1694048,0.50554155126431
"93"," Business and financial operations occupations:","white_collar","business",2011,3293918,201835,0.0612750529916045,728225,0.221081702701767,1664391,0.505292177886638
"94"," Business and financial operations occupations:","white_collar","business",2012,3508110,222163,0.063328401903019,764374,0.21788769451357,1789710,0.510163592361699
"95"," Business and financial operations occupations:","white_collar","business",2013,3674321,235160,0.064000940581947,811594,0.220882715473145,1873739,0.509955172669998
"96"," Business and financial operations occupations:","white_collar","business",2014,3740162,247741,0.066238039956558,831029,0.222190643079097,1935856,0.517586136643279
"97"," Business and financial operations occupations:","white_collar","business",2015,3821090,251152,0.0657278420555391,858844,0.224764137981571,1986975,0.520002145984523
"98"," Business and financial operations occupations:","white_collar","business",2016,3967499,260258,0.0655974960548194,899543,0.226727971450024,2092488,0.52740731629674
"99"," Carpenters","blue_collar","construction\contracting",2010,3350957,23908,0.00713467824266322,199299,0.0594752484141098,1464431,0.437018738229109
"100"," Carpenters","blue_collar","construction\contracting",2011,3293918,23046,0.00699653118262203,196928,0.0597853377042173,1442521,0.437934702685373
"101"," Carpenters","blue_collar","construction\contracting",2012,3508110,20650,0.00588636046190114,201498,0.0574377656344869,1526946,0.435261722123879
"102"," Carpenters","blue_collar","construction\contracting",2013,3674321,24686,0.00671852023816101,223516,0.0608319196934617,1595899,0.434338480497485
"103"," Carpenters","blue_collar","construction\contracting",2014,3740162,27855,0.0074475383686589,212721,0.0568748091660201,1612351,0.431091220112926
"104"," Carpenters","blue_collar","construction\contracting",2015,3821090,26813,0.00701710768393312,231449,0.0605714599760801,1630274,0.426651557539864
"105"," Carpenters","blue_collar","construction\contracting",2016,3967499,27000,0.00680529472093125,220072,0.0554686970305475,1667664,0.420331296869892
"106"," Carpenters","blue_collar","service",2006,3351545,38784,0.0115719765063575,880994,0.262862053172492,1431236,0.427037679637302
"107"," Carpenters","blue_collar","service",2007,3395670,33139,0.00975919332561762,889529,0.261959789967812,1427785,0.420472248481154
"108"," Carpenters","blue_collar","service",2008,3500221,30958,0.00884458438481456,903531,0.258135414878089,1469729,0.419896057991767
"109"," Carpenters","blue_collar","service",2009,3397400,25509,0.00750838876788132,876577,0.258014069582622,1403813,0.413202154588803
"110"," Cashiers","blue_collar","service",2006,3351545,62774,0.0187298693587584,880994,0.262862053172492,1431236,0.427037679637302
"111"," Cashiers","blue_collar","service",2007,3395670,62746,0.0184782384625126,889529,0.261959789967812,1427785,0.420472248481154
"112"," Cashiers","blue_collar","service",2008,3500221,65234,0.01863710891398,903531,0.258135414878089,1469729,0.419896057991767
"113"," Cashiers","blue_collar","service",2009,3397400,72038,0.0212038617766527,876577,0.258014069582622,1403813,0.413202154588803
"114"," Cashiers","blue_collar","service",2010,3350957,72527,0.0216436677641641,942606,0.281294567492212,1464431,0.437018738229109
"115"," Cashiers","blue_collar","service",2011,3293918,68920,0.0209234109653003,919883,0.27926712201093,1442521,0.437934702685373
"116"," Cashiers","blue_collar","service",2012,3508110,78470,0.0223681697552243,994682,0.283537859417179,1526946,0.435261722123879
"117"," Cashiers","blue_collar","service",2013,3674321,73907,0.0201144646861284,1013770,0.275906759371323,1595899,0.434338480497485
"118"," Cashiers","blue_collar","service",2014,3740162,69528,0.0185895691149207,1033864,0.27642225122869,1612351,0.431091220112926
"119"," Cashiers","blue_collar","service",2015,3821090,72578,0.0189940566696937,1025495,0.268377609530265,1630274,0.426651557539864
"120"," Cashiers","blue_collar","service",2016,3967499,75701,0.0190802820618228,1082062,0.272731511715567,1667664,0.420331296869892
"121"," Child care workers","blue_collar","service",2006,3351545,34197,0.0102033539755546,880994,0.262862053172492,1431236,0.427037679637302
"122"," Child care workers","blue_collar","service",2007,3395670,33975,0.0100053892162666,889529,0.261959789967812,1427785,0.420472248481154
"123"," Child care workers","blue_collar","service",2008,3500221,33985,0.00970938692156867,903531,0.258135414878089,1469729,0.419896057991767
"124"," Child care workers","blue_collar","service",2009,3397400,31006,0.0091263907694119,876577,0.258014069582622,1403813,0.413202154588803
"125"," Child care workers","blue_collar","service",2010,3350957,34317,0.0102409550465733,942606,0.281294567492212,1464431,0.437018738229109
"126"," Child care workers","blue_collar","service",2011,3293918,36083,0.0109544317739543,919883,0.27926712201093,1442521,0.437934702685373
"127"," Child care workers","blue_collar","service",2012,3508110,37260,0.0106211036712076,994682,0.283537859417179,1526946,0.435261722123879
"128"," Child care workers","blue_collar","service",2013,3674321,34690,0.00944120015643707,1013770,0.275906759371323,1595899,0.434338480497485
"129"," Child care workers","blue_collar","service",2014,3740162,36080,0.00964664097437491,1033864,0.27642225122869,1612351,0.431091220112926
"130"," Child care workers","blue_collar","service",2015,3821090,37282,0.00975690182644219,1025495,0.268377609530265,1630274,0.426651557539864
"131"," Child care workers","blue_collar","service",2016,3967499,35588,0.00896988253809264,1082062,0.272731511715567,1667664,0.420331296869892
"132"," Communications equipment operators","blue_collar","service",2006,3351545,1391,0.000415032470099611,880994,0.262862053172492,1431236,0.427037679637302
"133"," Communications equipment operators","blue_collar","service",2007,3395670,2124,0.000625502478156005,889529,0.261959789967812,1427785,0.420472248481154
"134"," Communications equipment operators","blue_collar","service",2008,3500221,1212,0.000346263850196888,903531,0.258135414878089,1469729,0.419896057991767
"135"," Communications equipment operators","blue_collar","service",2009,3397400,1015,0.000298757873668099,876577,0.258014069582622,1403813,0.413202154588803
"136"," Communications equipment operators","blue_collar","service",2010,3350957,1565,0.000467030761660027,942606,0.281294567492212,1464431,0.437018738229109
"137"," Communications equipment operators","blue_collar","service",2011,3293918,951,0.000288713926697629,919883,0.27926712201093,1442521,0.437934702685373
"138"," Communications equipment operators","blue_collar","service",2012,3508110,914,0.000260539150710782,994682,0.283537859417179,1526946,0.435261722123879
"139"," Communications equipment operators","blue_collar","service",2013,3674321,903,0.000245759692743231,1013770,0.275906759371323,1595899,0.434338480497485
"140"," Communications equipment operators","blue_collar","service",2014,3740162,1134,0.000303195423085952,1033864,0.27642225122869,1612351,0.431091220112926
"141"," Communications equipment operators","blue_collar","service",2015,3821090,1245,0.000325823259855172,1025495,0.268377609530265,1630274,0.426651557539864
"142"," Communications equipment operators","blue_collar","service",2016,3967499,1162,0.000292879720952671,1082062,0.272731511715567,1667664,0.420331296869892
"143"," Community and social service occupations:","white_collar","production",2010,3350957,45072,0.0134504859358088,563261,0.168089593510152,1694048,0.50554155126431
"144"," Community and social service occupations:","white_collar","production",2011,3293918,45234,0.0137325822925768,550668,0.16717720356123,1664391,0.505292177886638
"145"," Community and social service occupations:","white_collar","production",2012,3508110,48123,0.0137176428333205,584759,0.166687760646046,1789710,0.510163592361699
"146"," Community and social service occupations:","white_collar","production",2013,3674321,46563,0.0126725454852747,608638,0.165646387454988,1873739,0.509955172669998
"147"," Community and social service occupations:","white_collar","production",2014,3740162,55352,0.0147993589582483,629993,0.168440030137732,1935856,0.517586136643279
"148"," Community and social service occupations:","white_collar","production",2015,3821090,56573,0.0148054612689049,639836,0.167448555255176,1986975,0.520002145984523
"149"," Community and social service occupations:","white_collar","production",2016,3967499,54279,0.0136809108206455,647534,0.163209618956426,2092488,0.52740731629674
"150"," Community and social services occupations:","white_collar","production",2006,3351545,43184,0.0128848038740342,600076,0.179044589883173,1789504,0.533934051310664
"151"," Community and social services occupations:","white_collar","production",2007,3395670,46896,0.0138105292917156,585541,0.172437545462309,1815204,0.534564312786578
"152"," Community and social services occupations:","white_collar","production",2008,3500221,48515,0.0138605533764868,629817,0.179936352590308,1878064,0.5365558346173
"153"," Community and social services occupations:","white_collar","production",2009,3397400,47985,0.0141240360275505,602206,0.177254959675046,1840365,0.541698063224819
"154"," Computer and mathematical occupations:","white_collar","tech",2006,3351545,173364,0.0517265917658871,288031,0.0859397680771107,1789504,0.533934051310664
"155"," Computer and mathematical occupations:","white_collar","tech",2007,3395670,176296,0.051917883657717,296040,0.0871816165881844,1815204,0.534564312786578
"156"," Computer and mathematical occupations:","white_collar","tech",2008,3500221,183723,0.0524889714106624,306944,0.087692748543592,1878064,0.5365558346173
"157"," Computer and mathematical occupations:","white_collar","tech",2009,3397400,183876,0.0541225643138871,297373,0.0875295814446341,1840365,0.541698063224819
"158"," Computer and mathematical occupations:","white_collar","tech",2010,3350957,179063,0.0534363765336291,295839,0.088284928753189,1694048,0.50554155126431
"159"," Computer and mathematical occupations:","white_collar","tech",2011,3293918,184115,0.0558954412344205,295757,0.0897888168436494,1664391,0.505292177886638
"160"," Computer and mathematical occupations:","white_collar","tech",2012,3508110,206604,0.0588932502116524,330345,0.0941660894327715,1789710,0.510163592361699
"161"," Computer and mathematical occupations:","white_collar","tech",2013,3674321,217842,0.0592876888001892,343553,0.0935010849623645,1873739,0.509955172669998
"162"," Computer and mathematical occupations:","white_collar","tech",2014,3740162,243853,0.0651985127916919,369074,0.0986786133862651,1935856,0.517586136643279
"163"," Computer and mathematical occupations:","white_collar","tech",2015,3821090,265508,0.0694848852029133,388319,0.101625190717832,1986975,0.520002145984523
"164"," Computer and mathematical occupations:","white_collar","tech",2016,3967499,286999,0.0723375103560202,420739,0.106046403540366,2092488,0.52740731629674
"165"," Construction laborers","blue_collar","construction\contracting",2010,3350957,38317,0.0114346438942666,199299,0.0594752484141098,1464431,0.437018738229109
"166"," Construction laborers","blue_collar","construction\contracting",2011,3293918,35641,0.010820245069853,196928,0.0597853377042173,1442521,0.437934702685373
"167"," Construction laborers","blue_collar","construction\contracting",2012,3508110,41094,0.011713999846071,201498,0.0574377656344869,1526946,0.435261722123879
"168"," Construction laborers","blue_collar","construction\contracting",2013,3674321,48178,0.0131120824772795,223516,0.0608319196934617,1595899,0.434338480497485
"169"," Construction laborers","blue_collar","construction\contracting",2014,3740162,42594,0.0113882767644824,212721,0.0568748091660201,1612351,0.431091220112926
"170"," Construction laborers","blue_collar","construction\contracting",2015,3821090,49705,0.0130080683783946,231449,0.0605714599760801,1630274,0.426651557539864
"171"," Construction laborers","blue_collar","construction\contracting",2016,3967499,42323,0.010667425499036,220072,0.0554686970305475,1667664,0.420331296869892
"172"," Construction laborers","blue_collar","service",2006,3351545,41543,0.0123951789398621,880994,0.262862053172492,1431236,0.427037679637302
"173"," Construction laborers","blue_collar","service",2007,3395670,49323,0.0145252630555973,889529,0.261959789967812,1427785,0.420472248481154
"174"," Construction laborers","blue_collar","service",2008,3500221,48475,0.0138491255266453,903531,0.258135414878089,1469729,0.419896057991767
"175"," Construction laborers","blue_collar","service",2009,3397400,43955,0.0129378348148584,876577,0.258014069582622,1403813,0.413202154588803
"176"," Construction trades workers except carpenters, electricians, painters, plumbers, and construction laborers","blue_collar","construction\contracting",2006,3351545,33787,0.0100810223344756,207391,0.0618792228658723,1431236,0.427037679637302
"177"," Construction trades workers except carpenters, electricians, painters, plumbers, and construction laborers","blue_collar","construction\contracting",2007,3395670,22723,0.00669175744403903,194178,0.0571840019789909,1427785,0.420472248481154
"178"," Construction trades workers except carpenters, electricians, painters, plumbers, and construction laborers","blue_collar","construction\contracting",2008,3500221,27502,0.00785721815851056,201205,0.0574835131838818,1469729,0.419896057991767
"179"," Construction trades workers except carpenters, electricians, painters, plumbers, and construction laborers","blue_collar","construction\contracting",2009,3397400,21565,0.00634750103019956,179034,0.0526973568022606,1403813,0.413202154588803
"180"," Construction trades workers except carpenters, electricians, painters, plumbers, and construction laborers","blue_collar","construction\contracting",2010,3350957,18157,0.00541845210189209,199299,0.0594752484141098,1464431,0.437018738229109
"181"," Construction trades workers except carpenters, electricians, painters, plumbers, and construction laborers","blue_collar","construction\contracting",2011,3293918,18570,0.00563766311122499,196928,0.0597853377042173,1442521,0.437934702685373
"182"," Construction trades workers except carpenters, electricians, painters, plumbers, and construction laborers","blue_collar","construction\contracting",2012,3508110,18285,0.00521220828309261,201498,0.0574377656344869,1526946,0.435261722123879
"183"," Construction trades workers except carpenters, electricians, painters, plumbers, and construction laborers","blue_collar","construction\contracting",2013,3674321,22138,0.00602505877956771,223516,0.0608319196934617,1595899,0.434338480497485
"184"," Construction trades workers except carpenters, electricians, painters, plumbers, and construction laborers","blue_collar","construction\contracting",2014,3740162,20050,0.00536073036408583,212721,0.0568748091660201,1612351,0.431091220112926
"185"," Construction trades workers except carpenters, electricians, painters, plumbers, and construction laborers","blue_collar","construction\contracting",2015,3821090,21914,0.00573501278431024,231449,0.0605714599760801,1630274,0.426651557539864
"186"," Construction trades workers except carpenters, electricians, painters, plumbers, and construction laborers","blue_collar","construction\contracting",2016,3967499,24372,0.00614291270142727,220072,0.0554686970305475,1667664,0.420331296869892
"187"," Cooks and food preparation workers","blue_collar","civil_servant",2006,3351545,56038,0.0167200500067879,105080,0.0313527044989699,1431236,0.427037679637302
"188"," Cooks and food preparation workers","blue_collar","civil_servant",2007,3395670,63276,0.0186343195893594,111661,0.032883348499707,1427785,0.420472248481154
"189"," Cooks and food preparation workers","blue_collar","civil_servant",2008,3500221,61426,0.017549177609071,117879,0.0336775877865998,1469729,0.419896057991767
"190"," Cooks and food preparation workers","blue_collar","civil_servant",2009,3397400,62158,0.0182957555777948,117374,0.0345481839053394,1403813,0.413202154588803
"191"," Cooks and food preparation workers","blue_collar","service",2010,3350957,67556,0.0201602109486932,942606,0.281294567492212,1464431,0.437018738229109
"192"," Cooks and food preparation workers","blue_collar","service",2011,3293918,70832,0.0215038747169784,919883,0.27926712201093,1442521,0.437934702685373
"193"," Cooks and food preparation workers","blue_collar","service",2012,3508110,72200,0.0205808825834994,994682,0.283537859417179,1526946,0.435261722123879
"194"," Cooks and food preparation workers","blue_collar","service",2013,3674321,79532,0.0216453597821203,1013770,0.275906759371323,1595899,0.434338480497485
"195"," Cooks and food preparation workers","blue_collar","service",2014,3740162,81542,0.0218017294438048,1033864,0.27642225122869,1612351,0.431091220112926
"196"," Cooks and food preparation workers","blue_collar","service",2015,3821090,77058,0.0201664969943131,1025495,0.268377609530265,1630274,0.426651557539864
"197"," Cooks and food preparation workers","blue_collar","service",2016,3967499,85645,0.0215866469027465,1082062,0.272731511715567,1667664,0.420331296869892
"198"," Customer service representatives","blue_collar","service",2006,3351545,47018,0.0140287539030507,880994,0.262862053172492,1431236,0.427037679637302
"199"," Customer service representatives","blue_collar","service",2007,3395670,46963,0.0138302603020906,889529,0.261959789967812,1427785,0.420472248481154
"200"," Customer service representatives","blue_collar","service",2008,3500221,46521,0.0132908750618889,903531,0.258135414878089,1469729,0.419896057991767
"201"," Customer service representatives","blue_collar","service",2009,3397400,49501,0.0145702596102902,876577,0.258014069582622,1403813,0.413202154588803
"202"," Customer service representatives","blue_collar","service",2010,3350957,49039,0.0146343268505087,942606,0.281294567492212,1464431,0.437018738229109
"203"," Customer service representatives","blue_collar","service",2011,3293918,48558,0.0147417148817912,919883,0.27926712201093,1442521,0.437934702685373
"204"," Customer service representatives","blue_collar","service",2012,3508110,53941,0.015376085698567,994682,0.283537859417179,1526946,0.435261722123879
"205"," Customer service representatives","blue_collar","service",2013,3674321,57852,0.0157449498832573,1013770,0.275906759371323,1595899,0.434338480497485
"206"," Customer service representatives","blue_collar","service",2014,3740162,55828,0.014926626172877,1033864,0.27642225122869,1612351,0.431091220112926
"207"," Customer service representatives","blue_collar","service",2015,3821090,60159,0.0157439369394597,1025495,0.268377609530265,1630274,0.426651557539864
